Gene,positivePosteriorProb,negativePosteriorProb,FDR
DDX28,0.02716066,0.080646905,0.70471949
DENND1A,0.026246633,0.070278099,0.742206073
DERL2,0.896293005,0.945719975,0
DGAT1,0.036151413,0.226393165,0.400506658
DGAT2,0.026259073,0.069423712,0.744971637
DHTKD1,0.032656362,0.139737186,0.542537948
DHX15,0.029862451,0.168971764,0.494074644
DHX29,0.858186952,0.973114914,0
DHX30,0.132234761,0.265242558,0.252062011
DHX32,0.027320039,0.074264634,0.725267394
DHX37,0.043727948,0.318862575,0.282589846
DIAPH3,0.029550947,0.129943822,0.569462517
DIMT1,0.026802465,0.080178809,0.707313966
DIRAS2,0.130951898,0.32714173,0.202309976
DISP1,0.49970097,0.092649794,0.113477407
DMGDH,0.054365741,0.173480128,0.450604063
DNAH10,0.061470137,0.540165724,0.109643381
DNAH12,0.026119077,0.06725529,0.75270782
DNAH17,0.031310584,0.118467321,0.590489805
DNAH1,0.026084428,0.067070414,0.753498813
DNAH3,0.045376898,0.188476313,0.443033206
DNAH6,0.020958248,0.076312648,0.739413184
DNAH7,0.033400474,0.149618457,0.522098161
DNAI1,0.027824467,0.089863374,0.673293891
DNAI2,0.019781547,0.053995931,0.779953882
DNAJC25-GNG10,0.116335096,0.256744479,0.273456164
DNAL1,0.026829399,0.077121314,0.717200376
DNALI1,0.03452249,0.135520783,0.546557098
DNER,0.027241967,0.077488397,0.714763227
DNLZ,0.02799104,0.086143656,0.684850266
DOC2A,0.017814589,0.052109643,0.781682397
DOC2B,0.026366536,0.071403032,0.737892265
DOCK10,0.034297837,0.17636286,0.475891161
DOCK11,0.386660119,0.458191544,0.016600463
DOCK3,0.02586819,0.065041598,0.759864527
DOCK4,0.026928782,0.074334986,0.726270852
DOCK5,0.033821954,0.17438988,0.480432444
DOCK6,0.039823904,0.260798766,0.351660125
DOCK8,0.100639504,0.251666361,0.292790514
DOPEY2,0.025822999,0.064311486,0.762075368
DPM1,0.027206053,0.08280773,0.697735851
DPM2,0.040579077,0.228408863,0.39146004
DPM3,0.039205975,0.492799003,0.149557952
DPYSL2,0.539293209,0.094076796,0.091911077
DQX1,0.025943925,0.06633239,0.755902696
DRP2,0.027003162,0.133435244,0.567284533
DSC3,0.026837517,0.077123602,0.717165195
DSG4,0.027292386,0.073456862,0.727789734
DSP,0.03740223,0.203184073,0.432392076
DTNB,0.04600321,0.212226084,0.408060481
DUS1L,0.211746768,0.741149351,0.001619267
DUS2,0.061994084,0.435972853,0.171099111
DYNC1I2,0.748005848,0.995575323,0
DYNC2H1,0.026978411,0.082116232,0.7005361
DYNLRB1,0.974127131,0.254403061,0
DYNLRB2,0.026456819,0.072897559,0.732578185
DYNLT1,0.027463442,0.085844709,0.687515705
DYNLT3,0.078598001,0.463857372,0.142096753
EBAG9,0.027409838,0.156767485,0.520501789
EBPL,0.049290372,0.118438166,0.551182083
ECHDC1,0.024730183,0.071507632,0.743159439
ECHDC2,0.032123116,0.14141606,0.540134427
ECHDC3,0.661884179,0.14036774,0.026866435
ECI1,0.026566871,0.063422003,0.762405647
ECSIT,0.095294297,0.193099607,0.3667295
EDF1,0.037178178,0.180082731,0.467220168
EED,0.063051224,0.46188444,0.154763179
EEFSEC,0.058498368,0.539275635,0.111221433
EFCAB4B,0.026769037,0.0768951,0.718198102
EFHD1,0.030300116,0.102526435,0.630670919
EFHD2,0.03399568,0.22595568,0.404587315
EFNA5,0.033527647,0.140367089,0.539528793
EFR3A,0.02231903,0.069206174,0.758187589
EIF2B2,0.752718374,0.678366768,0
EIF3M,0.189055795,0.130212844,0.326017728
EIF4A3,0.024976546,0.192674172,0.466540529
EIF4G3,0.028613892,0.113670447,0.607220301
ELAC2,0.052460551,0.314251626,0.279293164
ELMO1,0.029378003,0.098176646,0.643998597
ELMO2,0.117449876,0.473924947,0.113929846
ELMO3,0.042709765,0.177009628,0.462935987
ELMOD1,0.02633246,0.073539905,0.730746173
ELMOD2,0.037284625,0.149812587,0.515709538
ELMOD3,0.043598978,0.256331247,0.352321264
ELOVL1,0.030438967,0.101482257,0.632811302
ELOVL3,0.025803575,0.064660931,0.761110526
ELOVL5,0.21747196,0.63330791,0.014832663
ELOVL6,0.387056532,0.707942862,0
ELOVL7,0.11262436,0.393290519,0.164035526
EMC1,0.028644701,0.097928908,0.646773815
EMC2,0.975678748,0.996384429,0
EMC3,0.0286327,0.090654707,0.66829352
EMC4,0.025896311,0.064936882,0.760101578
EMC6,0.02904138,0.088005467,0.674984558
EMC7,0.025790886,0.064264931,0.762306685
EMC8,0.025818376,0.064474275,0.761599799
EMC9,0.026788054,0.079005247,0.711492929
ENAH,0.029193825,0.210166519,0.434247654
ENKD1,0.56306641,0.974115785,0
ENPP7,0.046410908,0.247084025,0.360893185
EPB41L1,0.087396204,0.432311275,0.158206013
EPB41L2,0.044581245,0.241785686,0.369728129
EPB41L3,0.019622838,0.054801996,0.77967447
EPB41L4A,0.032425808,0.144982616,0.533121352
EPB41L4B,0.406282359,0.084085774,0.177826778
EPB41L5,0.030406097,0.129472944,0.568584323
EPB41,0.142752976,0.904067633,0
EPB42,0.044375833,0.172878585,0.467304987
EPCAM,0.040772151,0.184799987,0.454399106
EPPK1,0.027671919,0.077575077,0.713003223
EPS15L1,0.025950361,0.065600933,0.758095444
EPS8L2,0.019573481,0.050792004,0.781489025
EPT1,0.029227379,0.103660118,0.630494148
EQTN,0.028503206,0.093422257,0.660146489
ERAL1,0.166112447,0.963409803,0
ERAS,0.025680095,0.063040738,0.765665743
ERC2,0.025337531,0.058429296,0.774654926
ERGIC2,0.031083348,0.118843729,0.589941418
ERGIC3,0.032462356,0.12994805,0.563113442
ERI1,0.110142874,0.58605454,0.061861601
ERP27,0.030657555,0.127742225,0.572070706
ESPN,0.029199863,0.121655425,0.588285495
ESRP2,0.027890683,0.1292055,0.574989554
ESYT3,0.055820726,0.192273555,0.421789615
ETFA,0.033656403,0.161193647,0.501297452
ETHE1,0.584843271,0.15945288,0.044200095
EVL,0.033324718,0.156185479,0.511507283
EVPL,0.525558729,0.283459038,0.024809656
EXD3,0.71208418,0.978258415,0
EXOC1,0.041423114,0.34114284,0.264473543
EXOC2,0.062691315,0.357846837,0.235364885
EXOC4,0.289667205,0.949855642,0
EXOC6,0.081533283,0.202776193,0.372569474
EXOG,0.026399433,0.072623664,0.733631427
EZR,0.029067628,0.16539053,0.502100997
F11R,0.027817782,0.084262818,0.69161444
FA2H,0.036136204,0.157911498,0.503046489
FABP9,0.381930491,0.625563142,0
FAHD1,0.045389674,0.276993048,0.323689081
FAHD2A,0.026851504,0.076615746,0.718806096
FAHD2B,0.183268686,0.089052021,0.387292397
FAM136A,0.985262729,0.998933208,0
FAM162A,0.106980496,0.353095856,0.199924575
FAM172A,0.028186043,0.111130294,0.61336591
FAM195A,0.357253767,0.064754074,0.233170636
FAM20A,0.027459881,0.081078568,0.702284763
FAM20B,0.038579936,0.319497384,0.286348444
FAM20C,0.030922354,0.124654433,0.578203091
FAM213A,0.129700782,0.66233925,0.029539957
FAM3B,0.026321466,0.070542134,0.740979752
FAM57B,0.026194372,0.069572288,0.744625315
FAM65B,0.020079801,0.061820467,0.776253599
FAM65C,0.024858666,0.075774377,0.728122503
FAM71C,0.028277722,0.085318447,0.686618441
FAM72A,0.029824631,0.103222078,0.629926893
FAR1,0.574333933,0.942265744,0
FAR2,0.067562428,0.196663641,0.398273253
FARP1,0.025688468,0.06236163,0.767263738
FARP2,0.026244635,0.068636607,0.747658036
FASTKD1,0.027761516,0.093174761,0.663003647
FASTKD2,0.117593392,0.914015101,0
FASTKD3,0.028061838,0.084698733,0.68928992
FASTKD5,0.079177814,0.804785244,0.010027134
FATE1,0.108693752,0.369853413,0.187882986
FBLIM1,0.030418414,0.148379547,0.530153435
FCF1,0.044804407,0.329156386,0.272952879
FDFT1,0.026673972,0.064986445,0.757760631
FDX1L,0.235225479,0.381707176,0.099874414
FERMT1,0.027736264,0.0892464,0.6751626
FERMT3,0.026061538,0.067119683,0.753389714
FGD2,0.027873277,0.078726187,0.708540825
FGD3,0.023287069,0.170272302,0.504059854
FGD4,0.025742936,0.063133693,0.765293852
FGD5,0.027330381,0.072871118,0.72944292
FGD6,0.252583531,0.500590229,0.040811178
FGF17,0.027314201,0.069569045,0.740910379
FGFRL1,0.040148184,0.493725107,0.148250152
FHDC1,0.035729477,0.273100669,0.341012496
FHL3,0.283591637,0.09669536,0.26704078
FHOD1,0.026860086,0.081546717,0.702647349
FHOD3,0.045256001,0.608026991,0.081149056
FIBP,0.03337786,0.201955385,0.440963503
FIS1,0.070595661,0.518325891,0.114836506
FKRP,0.03001423,0.125239227,0.578741296
FMN1,0.117679062,0.587500043,0.057126829
FMN2,0.026095109,0.067360942,0.752536567
FMNL1,0.0618091,0.20460642,0.395230851
FMNL3,0.070534307,0.688217533,0.038931414
FNBP1L,0.025621083,0.06204185,0.768207075
FOXRED2,0.092212556,0.124075244,0.468657675
FREM3,0.054895049,0.191719405,0.424027541
FRMD1,0.026546804,0.073351444,0.730607381
FRMD3,0.026164183,0.0684062,0.748838764
FRMD4A,0.162343859,0.350192338,0.160366139
FRMD4B,0.027535186,0.07475511,0.723014749
FRMD7,0.024899637,0.081365695,0.709754083
FRMD8,0.025299343,0.058095845,0.77506101
FRMPD1,0.032015816,0.122564084,0.580490533
FRMPD2,0.03282187,0.155900095,0.513446814
FRMPD3,0.034886855,0.117986088,0.584267028
FSCN1,0.331398085,0.093792315,0.231517736
FSCN2,0.027505356,0.076877269,0.715855228
FSCN3,0.029793648,0.09675163,0.646900095
FTMT,0.05013132,0.338626551,0.258407116
FTSJ2,0.113372729,0.292590891,0.245848778
FUNDC2,0.02818066,0.104140483,0.631762467
FUZ,0.02793866,0.086825559,0.682864732
FYB,0.305589065,0.146453708,0.207806843
G3BP2,0.026729424,0.085042409,0.69256205
GALNT11,0.059448251,0.19202896,0.417669003
GAS8,0.027468457,0.080731768,0.703309048
GATC,0.043116613,0.258411044,0.350333755
GBA2,0.446084054,0.559326845,0
GBAS,0.033497479,0.142878625,0.535425197
GBF1,0.999969325,0.999205995,0
GCG,0.031839842,0.096088014,0.643125855
GCKR,0.026012957,0.067089277,0.753704528
GCSAM,0.051758046,0.402465913,0.205853077
GDE1,0.029143172,0.09327913,0.658506088
GDF3,0.028197945,0.09022727,0.670660663
GDPD2,0.496899193,0.75175207,0
GET4,0.113402699,0.929407016,0
GFM1,0.038577525,0.200758044,0.434344889
GFM2,0.023468209,0.061170239,0.773516422
GFPT2,0.336253597,0.109446013,0.212475921
GGA2,0.669671369,0.142318967,0.024258226
GGNBP2,0.026585115,0.064014353,0.760753051
GHDC,0.185622046,0.511812186,0.061186401
GHITM,0.030127973,0.112104577,0.607467283
GIMAP5,0.026637781,0.07447367,0.726688802
GIMAP8,0.0318863,0.117927121,0.590352891
GJA5,0.022124081,0.100299614,0.658477122
GJA9,0.335314805,0.077855003,0.239728897
GJB2,0.035735434,0.139786912,0.536843391
GKN1,0.026629542,0.069760681,0.742697595
GLOD4,0.030929678,0.099486799,0.637032055
GLRX5,0.04869373,0.678499326,0.048356498
GLT8D1,0.329662469,0.135713695,0.197128931
GLYATL3,0.026207634,0.06846187,0.748340152
GMPPA,0.032812241,0.186666958,0.463368111
GNA14,0.100373252,0.595545043,0.062086712
GNA15,0.026044563,0.067936082,0.75080625
GNAL,0.122361868,0.691127541,0.023526673
GNB1L,0.026396504,0.069539187,0.744130257
GNB3,0.027931788,0.089958539,0.672491709
GNB4,0.159436792,0.884572735,0
GNG4,0.067683976,0.57686272,0.085271921
GNG5,0.106234515,0.570731291,0.07022589
GNGT2,0.0737476,0.416393087,0.178657136
GNPAT,0.17862111,0.823729856,0
GOLGA7,0.1620409,0.324505512,0.181548037
GOLT1B,0.170143855,0.867242852,0
GORASP1,0.025799231,0.063627857,0.763899183
GOSR1,0.92674214,0.982278079,0
GOSR2,0.602202657,0.665426584,0
GPAA1,0.030765071,0.188198699,0.464229912
GPAM,0.026533892,0.07445079,0.727120991
GPAT2,0.021444269,0.072385681,0.751428005
GPC1,0.031899242,0.148651428,0.526491204
GPC6,0.562131281,0.151529443,0.053280369
GPD2,0.019887517,0.06508677,0.772947518
GPR107,0.025913785,0.06667513,0.755155921
GPR141,0.02830575,0.212815462,0.431901618
GPR31,0.025463662,0.059984278,0.772256803
GPR68,0.023544944,0.102138051,0.649802891
GPR85,0.074519404,0.413933722,0.180104664
GPR89A,0.028710212,0.094274459,0.656932997
GPR98,0.050602997,0.145724201,0.498497335
GPRC5B,0.019037586,0.060679803,0.777165747
GPRC5C,0.026217381,0.070695149,0.740757573
GPSM3,0.090098475,0.197960011,0.367356864
GRAMD4,0.261467615,0.077348379,0.304604523
GRB7,0.021321464,0.065667505,0.769650021
GREB1,0.021752747,0.065097257,0.769893466
GRID2IP,0.020054512,0.082487993,0.721995606
GRIPAP1,0.029733483,0.11054787,0.611328799
GRSF1,0.129972177,0.856479424,0.000179879
GRTP1,0.022936137,0.081991966,0.71405907
GSDMC,0.05264361,0.236463322,0.365974554
GSTT2B,0.263806839,0.141863386,0.246027578
GTPBP2,0.157503973,0.424375302,0.117781757
GTPBP3,0.033570066,0.113920238,0.595653779
GTPBP8,0.029166838,0.107963318,0.61886481
GUF1,0.031386771,0.158337328,0.511019307
GULP1,0.019224202,0.057710325,0.778255727
GYPC,0.040731124,0.129878799,0.545559713
H2AFV,0.028187608,0.088542462,0.676225335
HACL1,0.029846045,0.091327984,0.661992159
HAP1,0.029310008,0.095594832,0.651764666
HARS2,0.036554146,0.238128763,0.385068157
HCLS1,0.029789784,0.109586726,0.613286519
HDDC2,0.037319406,0.263054118,0.351792482
HDHD2,0.03296009,0.124063333,0.57508934
HEATR1,0.481827164,0.95109026,0
HEBP1,0.030357645,0.107443307,0.616821385
HEBP2,0.028030171,0.070238299,0.736143347
HEG1,0.054748883,0.409455689,0.197529038
HEMK1,0.041877872,0.28464453,0.318388262
HEY2,0.027996818,0.083528058,0.693218731
HHAT,0.018061785,0.057714042,0.778883596
HHIPL2,0.154202196,0.544342821,0.060509816
HIAT1,0.110054077,0.410240411,0.157347096
HIGD2A,0.029158029,0.113245972,0.606642305
HINT2,0.053699109,0.57999871,0.091226876
HINT3,0.11006101,0.427740839,0.144962984
HIP1R,0.036662237,0.156454226,0.504780577
HKDC1,0.027869179,0.085527628,0.687217365
HLA-DQB2,0.135702912,0.302506252,0.219378031
HMGN3,0.02977767,0.095337441,0.651215623
HMGN5,0.039699601,0.135144726,0.538251274
HMMR,0.054066751,0.110977358,0.557024587
HNRNPD,0.033100013,0.178998508,0.474081636
HOGA1,0.03105442,0.128894939,0.568377025
HOOK3,0.026118049,0.069046511,0.746710344
HOXB9,0.027166376,0.07720024,0.715890845
HPDL,0.030771665,0.089166593,0.666127619
HSD17B12,0.031774923,0.144980761,0.534494589
HSD17B14,0.026515998,0.062619679,0.764706392
HSD3B7,0.076812421,0.431325425,0.163173623
HSDL2,0.02785977,0.084222165,0.691592312
HSH2D,0.043305506,0.306480237,0.294385371
HVCN1,0.027265361,0.151928374,0.529260485
IBA57,0.432589925,0.89720917,0
ICT1,0.574620402,0.992223771,0
IER3IP1,0.866462378,0.990818125,0
IFI27,0.032260655,0.126350081,0.571460568
IFT27,0.025984182,0.066643641,0.754965325
IFT74,0.027091535,0.111471996,0.614828054
IL17RD,0.353857148,0.52783766,0.010555611
ILF3,0.027856888,0.125941456,0.582174049
IMMT,0.031574788,0.195918476,0.451331637
IMP3,0.045563501,0.64996794,0.06253629
INA,0.063025043,0.544640922,0.104668519
ING3,0.047486915,0.65884073,0.056222216
INSIG2,0.563290229,0.513298845,0
INTS6,0.603549014,0.956458553,0
IPO13,0.999902429,0.999800777,0
IPO4,0.035099357,0.127044458,0.563646761
IPO7,0.023659378,0.097441362,0.662217652
IPO8,0.914911924,0.263985922,0
IQCE,0.01889189,0.039447291,0.786653268
IQSEC1,0.047017807,0.172900646,0.462589734
IQSEC2,0.022565905,0.08562721,0.703349027
IQSEC3,0.02813783,0.108170851,0.621520384
IRGM,0.506492042,0.927598699,0
ISCA1,0.052628003,0.607343534,0.078859843
ISCA2,0.079573112,0.919078956,2.96E-06
ISCU,0.021577402,0.098651473,0.664892668
ISOC2,0.02685549,0.072408506,0.732834972
IST1,0.058215407,0.511475235,0.124372695
ITGA2,0.025808516,0.064006898,0.762844229
ITGA3,0.021292269,0.076946366,0.736259968
ITGB4,0.206192027,0.090367946,0.357805154
ITLN1,0.050442863,0.235404778,0.37071948
ITM2B,0.099624973,0.954996124,0
ITPR3,0.022488346,0.069367497,0.757226977
ITPRIP,0.020335125,0.078771699,0.733331661
ITSN2,0.080916298,0.418088548,0.169612272
JAGN1,0.036593721,0.162204605,0.494150384
JMJD7-PLA2G4B,0.026796989,0.072181123,0.733751089
JPH1,0.029603665,0.084601917,0.684568627
JPH2,0.030365927,0.141736539,0.543074504
JPH4,0.027108508,0.080100008,0.706540065
KAL1,0.029720863,0.113952603,0.603931495
KANK2,0.020755954,0.069550984,0.761544339
KAT8,0.026842778,0.110860644,0.617209111
KCNK12,0.135150388,0.118977508,0.414331336
KDELC1,0.028771363,0.094192119,0.656991595
KDM4E,0.02643943,0.062448302,0.765261906
KIAA0020,0.042087573,0.173278731,0.470170398
KIAA0196,0.15376602,0.596186337,0.041656396
KIAA0226,0.028787759,0.097540629,0.647686534
KIAA0319L,0.207778652,0.182979924,0.256479198
KIAA0391,0.13018359,0.169738205,0.35245329
KIAA0430,0.038594938,0.254268025,0.361405312
KIAA0947,0.027926658,0.089829928,0.672958162
KIAA1244,0.141439596,0.32274354,0.197728854
KIAA1407,0.047008979,0.313922445,0.284390369
KIAA1432,0.906571736,0.904502654,0
KIAA1683,0.137101842,0.506678844,0.085959323
KIAA1984,0.049152045,0.168614543,0.466114514
KIAA2013,0.157229369,0.61616785,0.035270117
KIF12,0.202463582,0.133673261,0.308454864
KIF13B,0.286825778,0.105250229,0.254540404
KIF16B,0.030141549,0.093586866,0.654716395
KIF17,0.052157152,0.571662668,0.097142373
KIF18B,0.045601013,0.171829113,0.467135306
KIF19,0.025352334,0.058647125,0.774315435
KIF21A,0.034208455,0.187265177,0.460763317
KIF21B,0.035400418,0.124511518,0.568532523
KIF24,0.424933089,0.790099646,0
KIF25,0.392941936,0.150419884,0.140990528
KIF26A,0.030240144,0.130031915,0.567545284
KIF26B,0.033168908,0.191228112,0.456273519
KIF27,0.049004521,0.128695744,0.532619514
KIF5A,0.025736257,0.062911779,0.76581408
KIF6,0.482453708,0.75934133,0
KIF9,0.038512468,0.189078886,0.451059091
KIFC2,0.038193531,0.26414748,0.349134576
KIR3DL1,0.025783703,0.169842066,0.50012276
KISS1,0.025201978,0.056975398,0.776071269
KLC2,0.022703346,0.088760757,0.693502122
KLC4,0.021962286,0.141644987,0.56014966
KMO,0.029590873,0.093118485,0.657721854
KPNA1,0.030682557,0.10971244,0.611087488
KPNA3,0.032339298,0.161731917,0.502973919
KPNA4,0.095163801,0.596855343,0.063888604
KPNB1,0.026844565,0.130679466,0.574038866
KPTN,0.028833597,0.106348271,0.624166333
KRT10,0.546008035,0.911131184,0
KRT13,0.028541608,0.080610255,0.700310473
KRT14,0.027658646,0.090544819,0.671396312
KRT15,0.124393857,0.480547931,0.107163852
KRT16,0.030473842,0.144041615,0.538617029
KRT17,0.035548589,0.125154281,0.566866558
KRT19,0.168768645,0.363902978,0.149340143
KRT20,0.189915217,0.389169859,0.118692622
KRT24,0.027196445,0.085772411,0.688587942
KRT27,0.028297098,0.084519707,0.689131777
KRT2,0.026411697,0.072230214,0.734791913
KRT31,0.976033137,0.526740412,0
KRT32,0.028520356,0.108158048,0.620274642
KRT33B,0.042999777,0.23406243,0.381518393
KRT34,0.036522497,0.234880617,0.389383651
KRT37,0.034740947,0.145993672,0.526036657
KRT39,0.026015309,0.065976537,0.756830544
KRT3,0.030137729,0.096076708,0.647874631
KRT4,0.023329774,0.111946753,0.6239445
KRT6B,0.408863589,0.125622843,0.147813559
KRT6C,0.030713044,0.092424045,0.656404376
KRT71,0.026300226,0.070594776,0.740827063
KRT76,0.030394908,0.111551258,0.608246726
KRT84,0.027661163,0.085204631,0.688950778
KRT86,0.019032835,0.055297598,0.779732279
KRT9,0.03335093,0.202330926,0.440111328
KRTAP6-2,0.029170793,0.113098456,0.607343844
KRTAP9-3,0.077450039,0.255680052,0.311799427
KXD1,0.032689236,0.304524727,0.306767425
KY,0.032369321,0.143007052,0.537211702
L2HGDH,0.029808667,0.119771998,0.591172566
L3MBTL3,0.037646492,0.160509931,0.495283231
LACE1,0.028736387,0.077719601,0.709111248
LACTB,0.039208744,0.317005905,0.288457526
LAMB2,0.105952893,0.79464307,0.007498776
LAMTOR1,0.031746446,0.133930777,0.555915522
LAT2,0.051693885,0.170061492,0.460239516
LAX1,0.144877718,0.167075177,0.335738597
LAYN,0.065662775,0.154208756,0.462676352
LDB3,0.024877133,0.069254814,0.750355932
LDHD,0.026307959,0.068738295,0.74711398
LETM1,0.116824163,0.753297862,0.012223738
LETM2,0.027777663,0.07937058,0.706869634
LETMD1,0.074146416,0.267083886,0.302115574
LGALS12,0.024115756,0.06066927,0.773222554
LGALS13,0.032248209,0.167548746,0.492783354
LIMA1,0.022717108,0.088766681,0.693458569
LIN28B,0.025736336,0.063763469,0.763639332
LIN7A,0.027770276,0.079163553,0.707506591
LIN7B,0.030321563,0.118793644,0.592123545
LIN7C,0.027101294,0.082693823,0.69836404
LIPG,0.031581345,0.186254776,0.466029191
LIPM,0.028590033,0.076669747,0.712911711
LIPN,0.065298304,0.400963359,0.196729218
LIPT2,0.038797941,0.439740821,0.188085769
LMBR1L,0.037402238,0.108950263,0.598545824
LMF2,0.109736575,0.276766218,0.26049812
LMOD1,0.025899759,0.06582992,0.757528992
LMOD2,0.026703874,0.075479934,0.72334672
LMOD3,0.034421071,0.233111315,0.393294916
LOR,0.027231285,0.082893116,0.697399389
LPAR2,0.024561232,0.119231417,0.603636775
LPCAT1,0.028610603,0.111198143,0.61217073
LPGAT1,0.025588736,0.107432408,0.629962412
LPPR4,0.206229671,0.757828117,0.000899495
LRP11,0.572252025,0.109722283,0.068179005
LRRC10,0.026036282,0.067204628,0.753110273
LRRC24,0.026667949,0.064893502,0.758083919
LRRC26,0.501133943,0.085223459,0.116420679
LRRC49,0.344232116,0.09859518,0.21479264
LRRC8B,0.807473499,0.990204678,0
LRRN3,0.353930444,0.089922271,0.21363621
LSP1,0.025445709,0.060510597,0.771461767
LSR,0.382206241,0.955253621,0
LTV1,0.141059439,0.149817566,0.363571646
LUZP1,0.028463025,0.190546079,0.464057836
LYG2,0.049628039,0.187098529,0.438300725
LYRM1,0.021840349,0.124868259,0.597543847
LYRM2,0.034619567,0.125244002,0.568636106
LYRM4,0.027345133,0.102071002,0.639347419
LYRM5,0.028864563,0.117576691,0.598241547
LYRM7,0.030062011,0.119186911,0.591852354
MAATS1,0.031991756,0.132716844,0.557631758
MACROD1,0.027999814,0.087577786,0.680311367
MALL,0.068653507,0.353224236,0.233537538
MALSU1,0.032859944,0.110149401,0.605646563
MAN1C1,0.027081677,0.068030902,0.746892848
MAN2A2,0.266815955,0.058945766,0.319130262
MAP1B,0.093557232,0.431589681,0.154547634
MAP6D1,0.027501343,0.091334358,0.669469327
MAP7,0.027084252,0.081334387,0.70256687
MARCKSL1,0.034794591,0.161799379,0.498274647
MAT2B,0.044035374,0.624106077,0.074543012
